p_T, Eta, Phi, p_T-corr, N-Trk, Angularity, Mean-p_T, p_T_1, p_T_2, p_T_3, p_T_4, p_T_5, X_tru
39.0191, 0.267649, 4.18042, -69.936, 74, 0.203883, 0.527286, 2.02042, 1.79316, 1.54131, 1.49928, 1.44881, 0.00319877
34.8308, -0.269733, 2.03381, -74.1243, 66, 0.228022, 0.527739, 2.35386, 1.51006, 1.34182, 1.31638, 1.22397, 0
27.2786, 0.217225, 1.11747, -81.6765, 51, 0.207305, 0.534875, 1.66898, 1.62883, 1.48104, 1.46198, 1.29887, 0.025468
98.7366, -0.190453, 3.23447, -8.76065, 176, 0.277398, 0.561003, 2.76858, 2.56656, 2.22711, 2.00703, 1.91141, 0.0124533
98.5409, -0.0303648, 2.47806, -8.95629, 208, 0.271034, 0.473754, 2.58654, 2.49421, 2.07497, 2.01674, 2.01415, 0.000590683
88.3758, 0.0651571, 1.18559, -19.1214, 203, 0.266748, 0.435349, 3.02601, 2.18941, 2.16787, 1.66601, 1.44761, 0.0233384
86.3399, -0.454855, 1.65363, -21.1573, 178, 0.259318, 0.485055, 2.87052, 1.93715, 1.66715, 1.60987, 1.42682, 0.00965641
68.3444, -0.195356, 5.92014, -39.1528, 137, 0.23653, 0.498864, 2.58213, 2.32215, 2.1242, 2.02021, 1.7657, 0
66.9665, 0.290924, 6.23056, -40.5307, 126, 0.585353, 0.53148, 2.20764, 1.57076, 1.55705, 1.55098, 1.43978, 0.00032004
63.9743, -0.199519, 4.3513, -43.523, 119, 0.246686, 0.537599, 2.28051, 1.86517, 1.84368, 1.78113, 1.64351, 0.00164388
59.9228, 0.084313, 3.95784, -47.5744, 132, 0.252317, 0.453961, 1.907, 1.85872, 1.8316, 1.55875, 1.39791, 0.00263626
56.497, 0.00226717, 0.499347, -51.0002, 94, 0.23751, 0.601032, 2.34096, 1.85969, 1.74861, 1.71649, 1.52227, 0.0115468
51.9998, 0.337098, 3.10591, -55.4974, 80, 0.214028, 0.649997, 2.34434, 2.07845, 1.99092, 1.75559, 1.59499, 0
47.5259, 0.324777, 1.9599, -59.9714, 104, 0.247158, 0.456979, 2.36752, 1.62507, 1.24082, 1.12144, 1.07311, 0
31.5343, -0.290002, 5.52526, -75.9629, 53, 0.208679, 0.594987, 4.10551, 2.00392, 1.38127, 1.36404, 1.13596, 0.107415
29.312, 0.147104, 5.42252, -78.1852, 62, 0.208671, 0.472775, 1.74084, 1.41409, 1.3614, 1.33183, 1.26978, 0
19.9774, -0.37697, 2.16782, -87.5198, 35, 0.158018, 0.570782, 3.06128, 2.68589, 1.55905, 1.1213, 1.0515, 0
18.3171, -0.375911, 3.92199, -89.1801, 38, 0.188255, 0.482029, 1.98816, 1.11739, 1.10551, 1.08214, 0.953574, 0.0116074
96.5442, 0.268382, 3.61276, -11.501, 175, 0.264253, 0.551681, 2.96635, 2.61595, 2.10578, 2.07518, 2.06145, 0
96.3623, 0.372442, 1.83247, -11.6829, 182, 0.247054, 0.529463, 2.98384, 1.93351, 1.92328, 1.86228, 1.84498, 0
88.682, 0.0257102, 4.50852, -19.3632, 162, 0.251495, 0.54742, 3.59524, 3.00022, 2.53175, 2.10987, 2.10025, 0.040675
82.9385, -0.416732, 3.05779, -25.1067, 159, 0.274028, 0.521626, 2.90563, 2.59473, 2.01583, 1.85497, 1.71365, 0
77.7799, 0.350421, 2.95904, -30.2653, 123, 0.252162, 0.632357, 3.39968, 2.91703, 2.47593, 2.39887, 1.88508, 0
76.576, 0.211653, 2.47055, -31.4692, 135, 0.227, 0.56723, 2.44094, 2.23983, 2.15388, 2.13255, 2.10393, 0.0120102
73.6978, -0.239268, 0.56232, -34.3474, 144, 0.267843, 0.51179, 1.55024, 1.50082, 1.4437, 1.4074, 1.39178, 0.000928604
70.1648, -0.155414, 1.81035, -37.8804, 146, 0.255842, 0.480581, 1.78874, 1.77836, 1.70815, 1.62552, 1.52579, 0.0198289
68.343, -0.279133, 5.59713, -39.7022, 130, 0.232729, 0.525716, 3.04696, 2.42357, 2.25814, 1.98779, 1.88536, 0
67.627, 0.477018, 6.15405, -40.4182, 116, 1.9894, 0.582991, 3.20692, 2.45342, 1.99543, 1.95959, 1.85262, 0
67.5003, 0.133648, 0.878489, -40.5449, 126, 0.250035, 0.535717, 2.39771, 2.1643, 2.11739, 1.80438, 1.79812, 0
49.2475, 0.297483, 1.33795, -58.7977, 88, 0.237229, 0.55963, 2.05376, 1.76066, 1.747, 1.71862, 1.70067, 0
45.8751, -0.487109, 1.29241, -62.1701, 103, 0.240856, 0.445389, 1.50212, 1.44696, 1.32792, 1.19179, 1.18747, 0.00648189
21.5789, -0.403409, 6.15228, -86.4663, 46, 0.361272, 0.469108, 2.04198, 1.69185, 1.21511, 1.02307, 0.982541, 0
19.771, -0.0362736, 4.07085, -88.2742, 40, 0.175024, 0.494274, 1.39083, 1.38032, 1.1529, 1.0617, 0.972778, 0.0198597
12.9093, 0.14007, 5.86669, -95.1359, 29, 0.131888, 0.445149, 1.73011, 1.15433, 1.05059, 1.0306, 1.01619, 0
95.1752, 0.134605, 0.397109, -7.48284, 171, 0.249629, 0.55658, 2.97234, 2.718, 2.70593, 2.52095, 2.16908, 0.00919914
93.2451, -0.0535048, 4.03495, -9.41287, 201, 0.267526, 0.463906, 3.32228, 2.49895, 2.40638, 2.32091, 2.02362, 0.00591435
90.6733, -0.432285, 1.04422, -11.9847, 155, 0.264083, 0.584989, 2.526, 2.27438, 2.02213, 2.0056, 1.75207, 0
90.0009, 0.136295, 3.53047, -12.6571, 173, 0.266616, 0.520236, 3.11685, 1.78051, 1.76888, 1.7121, 1.64133, 0.00359046
87.9641, -0.0240316, 5.30359, -14.6939, 170, 0.25282, 0.517436, 2.56086, 2.01979, 2.0086, 1.99052, 1.89206, 0.00149635
80.1106, 0.339993, 2.39261, -22.5474, 165, 0.266631, 0.485519, 2.34687, 2.19501, 2.18832, 2.01066, 1.81834, 0.00940293
77.011, -0.442445, 3.38199, -25.647, 149, 0.251165, 0.516853, 2.6997, 2.0469, 1.80839, 1.80051, 1.76759, 0.00075925
62.2634, -0.25019, 0.191825, -40.3946, 96, 0.892065, 0.648577, 3.21589, 2.55336, 2.49495, 2.03908, 1.72317, 0
58.9526, -0.43089, 5.7745, -43.7054, 101, 0.247927, 0.58369, 2.26859, 2.17551, 1.94931, 1.70333, 1.648, 0
45.6948, -0.0814608, 2.92914, -56.9632, 94, 0.189732, 0.486115, 2.82851, 2.77055, 2.17289, 1.57357, 1.45258, 0.00958663
22.3933, 0.418394, 5.59446, -80.2647, 37, 0.156919, 0.605224, 1.62211, 1.48048, 1.47736, 1.33437, 1.23021, 0
18.2112, -0.0692125, 1.51085, -84.4468, 30, 0.173076, 0.607042, 2.24146, 2.10912, 1.30043, 1.19215, 1.10286, 0
14.4079, 0.44597, 1.48623, -88.2501, 29, 0.164489, 0.496825, 1.50972, 1.4343, 1.11734, 1.09562, 0.964342, 0
88.0421, -0.163722, 1.57071, 2.31413, 189, 0.275853, 0.465831, 2.05386, 1.88545, 1.86817, 1.56789, 1.39555, 0
80.6234, -0.357953, 0.377289, -5.10454, 150, 0.349388, 0.53749, 1.66517, 1.59823, 1.59819, 1.53432, 1.43165, 0.0011863
76.0011, -0.197983, 2.22515, -9.72689, 160, 0.263551, 0.475007, 2.42509, 1.87215, 1.67333, 1.66878, 1.63957, 0.00347722
75.6898, -0.259566, 4.19982, -10.0381, 140, 0.26384, 0.540642, 2.16808, 1.94217, 1.83889, 1.82015, 1.69156, 0.000359686
72.9549, 0.135045, 3.47869, -12.773, 135, 0.265049, 0.540407, 2.34091, 2.07053, 1.93059, 1.78559, 1.66936, 0.0132923
68.2936, 0.123017, 5.9672, -17.4344, 131, 1.00987, 0.521325, 2.18962, 2.15628, 1.95688, 1.93542, 1.74656, 0.000159335
65.5446, 0.0792668, 5.04786, -20.1834, 121, 0.228679, 0.541691, 2.37465, 2.14889, 1.9844, 1.69282, 1.4498, 0.0178814
51.6356, 0.454917, 2.2694, -34.0924, 100, 0.239037, 0.516356, 2.33085, 2.06191, 1.67171, 1.45545, 1.43661, 0.00672059
40.1245, -0.413354, 0.922279, -45.6034, 75, 0.221597, 0.534994, 2.79437, 1.70521, 1.68163, 1.60362, 1.22162, 0
38.115, 0.0560242, 1.06379, -47.613, 85, 0.255648, 0.448411, 2.2933, 1.80041, 1.7637, 1.52168, 1.13976, 0
31.1202, 0.238814, 2.80625, -54.6078, 66, 0.221216, 0.471518, 1.86077, 1.5844, 1.45766, 1.23278, 1.15697, 0.0281935
18.7536, -0.433504, 5.25157, -66.9744, 34, 0.20804, 0.551576, 1.46141, 1.37602, 1.35614, 1.30108, 1.07703, 0
13.7731, 0.279932, 0.21165, -71.9548, 25, 0.161686, 0.550925, 1.44266, 1.2751, 1.14174, 1.07414, 1.0233, 0
98.1341, 0.250102, 0.535522, -2.00406, 181, 0.23916, 0.542177, 3.00766, 2.45778, 1.99661, 1.87496, 1.75247, 0.000972096
93.7193, 0.115465, 5.04222, -6.41884, 198, 0.271866, 0.47333, 2.48466, 2.15296, 1.64879, 1.55616, 1.55375, 0
92.8324, -0.389051, 2.70989, -7.30581, 191, 0.263754, 0.486033, 2.06112, 1.88184, 1.86395, 1.78256, 1.63252, 0
89.06, 0.366873, 1.46051, -11.0782, 122, 0.196075, 0.73, 22.6568, 2.50532, 1.9853, 1.9846, 1.89948, 0.19269
88.8585, -0.378224, 4.04832, -11.2797, 189, 0.274425, 0.470151, 2.28042, 1.68275, 1.52387, 1.52001, 1.50094, 0
72.6224, 0.0569822, 3.06463, -27.5157, 125, 0.248253, 0.58098, 2.84097, 2.58984, 2.396, 1.90891, 1.6717, 0
63.5186, -0.138972, 1.56685, -36.6196, 111, 0.228542, 0.572239, 1.88789, 1.88773, 1.65195, 1.53576, 1.528, 0
63.3985, -0.473835, 3.20123, -36.7397, 111, 0.252409, 0.571157, 2.22569, 2.07653, 1.99741, 1.7394, 1.65651, 0
49.9327, -0.316941, 2.17922, -50.2055, 94, 0.241638, 0.531199, 2.45417, 1.94436, 1.60353, 1.4762, 1.43821, 0
49.6702, -0.218779, 5.26577, -50.4679, 101, 0.265121, 0.491785, 2.21427, 1.64825, 1.58048, 1.48747, 1.32163, 0
47.1923, 0.173726, 2.52621, -52.9459, 90, 0.219972, 0.524359, 2.29935, 1.92469, 1.73683, 1.36749, 1.33556, 0
43.9171, -0.428692, 1.18541, -56.2211, 81, 0.225623, 0.542186, 3.3344, 2.20235, 1.43558, 1.34213, 1.30112, 0
35.0268, 0.10492, 4.02501, -65.1114, 74, 0.213504, 0.473335, 1.5059, 1.4765, 1.40631, 1.30744, 1.26181, 0
25.5884, -0.0882116, 0.235681, -74.5498, 50, 0.364987, 0.511769, 1.93751, 1.69494, 1.49215, 1.48834, 1.38971, 0
23.6805, -0.246492, 4.74474, -76.4577, 53, 0.2203, 0.446801, 1.71443, 1.47249, 1.23795, 1.06849, 1.02526, 0.000949889
13.8713, 0.0512227, 1.04465, -86.2669, 37, 0.112671, 0.3749, 1.45958, 1.1078, 1.07177, 0.9805, 0.833848, 0
12.2894, -0.159927, 3.58172, -87.8488, 30, 0.148854, 0.409645, 1.77686, 0.782042, 0.728572, 0.719306, 0.691004, 0
97.0037, -0.0206925, 1.89365, 2.40345, 175, 0.267409, 0.554307, 2.84385, 2.83774, 2.50503, 2.10159, 2.10159, 0.0481836
87.5684, -0.420557, 3.00471, -7.03176, 159, 0.252381, 0.550745, 2.55731, 2.06528, 2.00093, 1.88234, 1.59986, 0
84.9266, 0.28557, 5.47556, -9.67361, 146, 0.264794, 0.581689, 3.46373, 2.28986, 2.18173, 2.12403, 2.02835, 0.00264586
81.3617, -0.0968671, 0.408353, -13.2385, 180, 0.253129, 0.45201, 2.09255, 1.65469, 1.59799, 1.5704, 1.52741, 0.0008573
76.84, 0.227817, 0.916717, -17.7602, 136, 0.256021, 0.565, 3.09556, 3.01739, 2.15805, 1.93914, 1.70052, 0
74.3507, 0.228147, 3.37996, -20.2495, 158, 0.256591, 0.470574, 2.60857, 2.14859, 1.69241, 1.57392, 1.4319, 0.00133534
65.0553, 0.31467, 4.58042, -29.5449, 135, 0.252398, 0.481891, 2.74723, 2.03721, 1.67315, 1.55757, 1.47449, 0
61.4035, 0.270426, 2.97178, -33.1968, 130, 0.260491, 0.472334, 2.19451, 2.02325, 1.93571, 1.89862, 1.49683, 0.00119381
48.7012, -0.454221, 1.52613, -45.899, 83, 0.228338, 0.586762, 2.38432, 2.29315, 2.25674, 1.88683, 1.33106, 0.0042465
41.9442, -0.153683, 2.37413, -52.656, 89, 0.214118, 0.471283, 2.13067, 1.96237, 1.70432, 1.48485, 1.35911, 0.0129606
38.3973, 0.210199, 6.21353, -56.2029, 66, 1.80608, 0.581777, 2.14496, 1.93871, 1.9278, 1.65857, 1.64458, 0
35.7231, -0.325051, 4.29599, -58.8771, 83, 0.212287, 0.430399, 1.78453, 1.5291, 1.45159, 1.36108, 1.35825, 0.00136119
35.4703, 0.335663, 3.89165, -59.1299, 76, 0.192428, 0.466714, 1.80138, 1.80082, 1.26242, 1.16956, 1.15263, 0.00502494
26.4812, -0.126662, 5.26756, -68.119, 57, 0.202639, 0.464583, 1.82367, 1.81111, 1.20012, 1.15522, 1.0898, 0
11.392, -0.280223, 4.85348, -83.2083, 26, 0.1122, 0.438152, 1.54193, 1.19378, 0.945378, 0.919987, 0.724689, 0
10.6812, 0.457387, 2.09439, -83.919, 18, 0.105712, 0.5934, 2.02471, 1.23907, 1.11976, 1.0303, 0.880622, 0
97.9695, -0.0269276, 3.6301, -6.29027, 195, 0.248542, 0.502408, 2.08384, 1.9365, 1.75636, 1.69275, 1.57416, 0.0092841
88.4515, -0.38505, 0.528621, -15.8082, 168, 0.270228, 0.526497, 3.01526, 2.46781, 2.45096, 1.59131, 1.55577, 0.0115659
88.288, 0.0809394, 0.149936, -15.9717, 170, 1.99264, 0.519341, 4.95113, 2.53051, 1.97049, 1.69247, 1.64313, 0.0311184
68.3077, -0.238003, 5.71945, -35.952, 142, 0.257924, 0.48104, 1.96715, 1.85281, 1.41059, 1.34899, 1.34313, 0.00955452
67.2657, 0.170815, 4.90869, -36.9941, 136, 0.223479, 0.494601, 2.83386, 2.06214, 1.64201, 1.62785, 1.57026, 0.011546
62.0335, 0.126091, 1.56502, -42.2263, 129, 0.229717, 0.48088, 1.90777, 1.78856, 1.74051, 1.72203, 1.56247, 0.0148853
45.8204, -0.123582, 2.8161, -58.4394, 84, 0.219212, 0.545481, 2.47057, 2.06442, 2.02405, 1.99808, 1.83938, 0.0610478
18.5441, -0.192889, 2.24737, -85.7157, 43, 0.154336, 0.431258, 1.65418, 1.39769, 1.32232, 1.05767, 0.868497, 0.0512053
18.0058, -0.433651, 3.35129, -86.254, 31, 0.163393, 0.580832, 2.70323, 1.2953, 1.27346, 1.19102, 1.08669, 0.000532322
89.2856, 0.00731915, 0.484342, -18.4685, 176, 0.255612, 0.507305, 2.10755, 1.82868, 1.76671, 1.74735, 1.65456, 0.0227456
88.7987, -0.216208, 5.45556, -18.9554, 173, 0.257326, 0.513287, 1.60984, 1.53673, 1.53408, 1.49187, 1.44645, 0.00154278
84.7, 0.363477, 1.05792, -23.0541, 146, 0.241384, 0.580137, 2.74382, 2.53726, 2.31785, 2.21672, 2.11543, 0.0400583
83.1788, -0.259209, 3.76676, -24.5753, 139, 0.264142, 0.598408, 2.81411, 2.76201, 2.29902, 1.87457, 1.78328, 0.0349418
71.1073, -0.255546, 4.4164, -36.6468, 126, 0.242442, 0.564343, 3.29416, 2.84822, 2.57716, 2.09381, 1.76159, 0.0212805
70.2993, 0.289477, 2.97352, -37.4548, 137, 0.247597, 0.513134, 2.60721, 1.95023, 1.81362, 1.64592, 1.5598, 0.0141574
67.8044, -0.289205, 0.923984, -39.9497, 132, 0.258341, 0.51367, 2.51947, 2.29071, 2.27518, 2.0739, 1.86219, 0
66.4729, 0.214466, 1.81601, -41.2812, 146, 0.256838, 0.455294, 1.86574, 1.52829, 1.45065, 1.4323, 1.34362, 0.0177929
46.7406, 0.171398, 5.79429, -61.0135, 76, 0.193229, 0.615008, 2.46915, 2.231, 2.19241, 2.16707, 1.61053, 0
36.6138, -0.267781, 2.69113, -71.1403, 67, 0.208563, 0.546474, 2.54581, 1.64603, 1.50926, 1.46133, 1.45385, 0
30.2985, 0.304531, 0.163577, -77.4556, 57, 1.092, 0.531553, 1.57773, 1.36435, 1.35302, 1.34017, 1.32053, 0.023936
19.0123, -0.415593, 4.99318, -88.7418, 33, 0.144947, 0.576131, 1.37338, 1.30768, 1.30768, 1.00828, 0.983622, 0.12239
18.4722, 0.191947, 3.99763, -89.2819, 41, 0.169567, 0.450541, 1.40868, 1.12113, 1.11095, 1.10342, 0.979371, 0
14.7595, 0.0288768, 1.31935, -92.9946, 31, 0.208536, 0.476112, 2.0742, 1.30218, 0.922948, 0.886695, 0.872553, 0
99.6164, -0.02881, 0.712836, -3.51388, 199, 0.271, 0.500585, 3.77823, 1.99197, 1.71252, 1.69869, 1.63757, 0.00187072
95.5754, -0.443874, 4.06677, -7.55493, 170, 0.262262, 0.562208, 2.28685, 2.08742, 2.03335, 1.87552, 1.83501, 0
94.2262, 0.0421859, 0.11526, -8.90405, 175, 1.49509, 0.538436, 2.74558, 2.31138, 2.21622, 2.01814, 1.77573, 0
67.8956, 0.0718476, 2.042, -35.2347, 138, 0.261665, 0.491997, 2.17923, 2.01393, 1.80133, 1.7785, 1.77672, 0
66.2166, -0.373267, 5.31175, -36.9137, 122, 0.24384, 0.542759, 3.80609, 2.62398, 1.65613, 1.64241, 1.59371, 0.00742604
66.0953, 0.19438, 3.0854, -37.035, 132, 0.25052, 0.500722, 1.87662, 1.85157, 1.83473, 1.73991, 1.65566, 0
65.3619, -0.484651, 2.97848, -37.7684, 119, 0.235885, 0.54926, 2.30087, 1.75128, 1.5621, 1.44661, 1.40841, 0.0426494
64.7369, 0.0192547, 4.76137, -38.3934, 140, 0.244355, 0.462406, 1.75109, 1.58037, 1.36787, 1.35751, 1.30863, 0.00689208
60.2671, -0.247264, 1.26858, -42.8632, 120, 0.24674, 0.502225, 2.45546, 1.70084, 1.62681, 1.61265, 1.54675, 0.00221483
22.7466, 0.251486, 4.11883, -80.3837, 36, 0.177703, 0.63185, 2.71408, 1.90953, 1.79609, 1.49257, 1.38512, 0.0158439
18.6629, 0.0233985, 5.87881, -84.4674, 37, 0.182388, 0.504403, 2.39128, 1.96693, 1.03121, 0.834257, 0.671245, 0
18.476, 0.213171, 1.22199, -84.6543, 29, 0.197351, 0.637104, 2.56338, 1.94326, 1.142, 1.02716, 0.989396, 0
17.5451, -0.460053, 4.80201, -85.5852, 40, 0.19483, 0.438628, 1.39977, 1.21256, 0.945402, 0.913329, 0.878687, 0
13.0783, -0.212123, 3.3217, -90.052, 29, 0.171658, 0.450977, 1.5495, 1.04039, 1.03252, 0.74254, 0.661342, 0
10.9694, 0.0689576, 1.60045, -92.1609, 21, 0.146549, 0.522354, 1.21293, 1.15526, 1.12508, 1.03243, 1.00595, 0
99.5641, -0.437444, 2.26599, -5.41161, 192, 0.255924, 0.518563, 3.37618, 2.13609, 2.02709, 1.94581, 1.92162, 0
99.2917, -0.453736, 0.422098, -5.68401, 187, 0.237484, 0.530972, 4.52161, 2.61531, 2.2532, 2.10103, 1.96883, 0
98.2888, 0.251933, 1.85203, -6.68692, 192, 0.262629, 0.511921, 4.42791, 2.30739, 2.28163, 1.9081, 1.71807, 0
85.7896, -0.161369, 4.34967, -19.1861, 159, 0.246319, 0.539557, 3.35599, 2.62515, 2.17821, 2.09974, 1.93, 0.00744313
71.706, -0.263705, 5.94948, -33.2697, 131, 0.267309, 0.547374, 2.61409, 2.14663, 2.07091, 1.75305, 1.72274, 0
70.8262, 0.258336, 1.2616, -34.1496, 140, 0.231654, 0.505901, 2.28783, 2.04407, 1.75527, 1.71562, 1.58656, 0
65.8496, -0.307113, 2.93187, -39.1261, 136, 0.256002, 0.484188, 3.42702, 1.98475, 1.80365, 1.62829, 1.61075, 0.00095582
65.4721, 0.0556123, 0.79008, -39.5036, 141, 0.265747, 0.464341, 2.69082, 1.94648, 1.75408, 1.73989, 1.68829, 0.00780217
64.9083, 0.491688, 5.72554, -40.0674, 129, 0.238044, 0.503165, 1.89379, 1.869, 1.75775, 1.55391, 1.42336, 0.00392382
50.6168, 0.0348635, 2.54453, -54.3589, 98, 0.209237, 0.516498, 1.78014, 1.71075, 1.65596, 1.6399, 1.44308, 0
30.9906, -0.497306, 0.915558, -73.9851, 60, 0.215371, 0.51651, 1.39236, 1.34198, 1.30463, 1.12491, 1.08918, 0
14.5399, -0.44468, 4.67363, -90.4358, 23, 0.196372, 0.63217, 2.72103, 1.07018, 0.954612, 0.882669, 0.844381, 0
11.8507, 0.297952, 4.86864, -93.1251, 27, 0.136587, 0.438913, 1.80561, 1.23184, 1.19206, 1.17838, 0.799837, 0
85.4863, -0.0915436, 5.07784, -19.9237, 193, 0.255745, 0.442934, 2.77298, 2.5172, 2.45015, 2.38625, 2.24368, 0.000279931
83.1416, -0.168197, 3.12527, -22.2684, 159, 0.249671, 0.522903, 2.12857, 1.86599, 1.58454, 1.54127, 1.53319, 0
78.8992, -0.123767, 1.12724, -26.5108, 145, 0.25476, 0.544132, 4.73192, 2.43171, 2.36883, 2.30861, 1.76162, 0
69.9629, 0.172867, 5.44212, -35.4471, 146, 0.26449, 0.479198, 2.152, 2.12342, 1.84735, 1.70823, 1.49599, 0
65.7032, 0.150601, 2.21683, -39.7068, 143, 0.260761, 0.459463, 1.75246, 1.62408, 1.5754, 1.5648, 1.42481, 0
61.0939, -0.0453374, 4.58133, -44.3161, 118, 0.226279, 0.517745, 2.2508, 1.68922, 1.6102, 1.53773, 1.49012, 0
52.6757, -0.420303, 5.97934, -52.7343, 99, 0.239498, 0.532077, 1.97036, 1.92973, 1.65021, 1.54347, 1.12577, 0
52.0617, -0.0663868, 1.59889, -53.3483, 99, 0.238864, 0.525875, 2.48145, 1.737, 1.69612, 1.64446, 1.56157, 0
50.3209, 0.156833, 3.57388, -55.0891, 97, 0.242784, 0.518772, 2.39045, 2.23349, 1.42731, 1.35424, 1.31473, 0.0746656
48.3598, 0.319988, 2.67903, -57.0502, 88, 0.271255, 0.549544, 2.35641, 2.22711, 2.20598, 2.18346, 2.16716, 0
21.4532, -0.399714, 2.60366, -83.9568, 34, 0.232863, 0.630977, 2.07148, 1.49696, 1.18152, 1.13763, 0.984774, 0
17.0556, 0.181924, 4.15419, -88.3544, 38, 0.167054, 0.448831, 1.89104, 1.30396, 1.2772, 0.83687, 0.738189, 0
92.8582, 0.291903, 1.44867, -3.26396, 191, 0.271794, 0.486169, 2.27962, 2.0877, 1.59963, 1.54928, 1.4663, 0.00185818
88.5521, 0.456017, 2.13013, -7.57009, 166, 0.243744, 0.533446, 2.02228, 1.98458, 1.61357, 1.59803, 1.58351, 0.00432881
84.5567, 0.497866, 0.671998, -11.5655, 136, 0.245954, 0.62174, 2.33121, 2.28605, 2.22299, 2.04154, 1.9552, 0.00100541
81.5716, -0.411331, 1.89842, -14.5505, 168, 0.257926, 0.485545, 4.15797, 3.10689, 1.79921, 1.66398, 1.54328, 0.029203
73.3621, 0.278679, 4.21183, -22.76, 118, 0.261549, 0.621713, 3.44361, 3.2405, 2.05963, 1.9942, 1.85238, 0.00434727
70.7842, -0.480925, 0.783619, -25.338, 126, 0.244602, 0.561779, 2.97705, 1.92488, 1.75172, 1.67387, 1.58309, 0
61.1292, 0.072638, 5.88596, -34.9929, 118, 0.19864, 0.518044, 2.82012, 2.44715, 2.32781, 2.32424, 1.63901, 0
53.1067, -0.230229, 4.13256, -43.0155, 110, 0.22734, 0.482788, 1.96006, 1.78466, 1.70985, 1.70317, 1.583, 0
46.9837, -0.25394, 3.60932, -49.1384, 102, 0.252335, 0.460625, 1.86559, 1.81434, 1.80704, 1.46846, 1.23141, 0
38.2307, 0.0522781, 0.673029, -57.8914, 78, 0.196473, 0.490137, 2.10989, 2.01056, 1.96923, 1.71778, 1.13096, 0
29.4249, -0.265894, 1.24475, -66.6973, 58, 0.168631, 0.507325, 1.50937, 1.20499, 1.1886, 1.1106, 1.07387, 0.0157315
25.7677, -0.0161112, 2.12599, -70.3545, 55, 0.176142, 0.468503, 2.02489, 1.932, 1.54982, 1.30821, 1.17707, 0.0476639
20.4596, -0.285787, 3.10409, -75.6625, 42, 0.144362, 0.487134, 1.6977, 1.66492, 1.20054, 1.1174, 1.005, 0
20.1567, 0.172795, 5.43853, -75.9654, 36, 0.189263, 0.559909, 1.9897, 1.67823, 1.49198, 1.21211, 1.08062, 0
11.7084, -0.204719, 4.55679, -84.4137, 16, 0.11588, 0.731776, 3.36566, 1.41346, 0.947997, 0.790865, 0.781427, 0.04032
99.2672, -0.495528, 1.50049, -0.047636, 180, 0.252759, 0.551485, 2.6893, 2.675, 2.11411, 1.81076, 1.78333, 0.00633382
81.5702, -0.366253, 2.57708, -17.7447, 136, 0.262208, 0.599781, 5.29826, 3.07072, 2.75968, 2.74222, 2.1852, 0.084985
74.2463, 0.111185, 1.23149, -25.0685, 146, 0.252463, 0.508537, 2.77254, 2.17257, 1.74543, 1.48703, 1.47014, 0.00419699
63.4507, -0.443489, 3.22228, -35.8641, 109, 0.245505, 0.582117, 2.55364, 2.28212, 1.95112, 1.52118, 1.50092, 0.0432029
63.4483, 0.219588, 4.57964, -35.8666, 126, 0.244627, 0.503558, 2.49481, 2.36811, 2.09357, 1.54463, 1.40042, 0.00779403
59.0357, -0.162688, 5.77524, -40.2792, 123, 0.226469, 0.479965, 2.1036, 2.09375, 1.75988, 1.39408, 1.38197, 0.0290563
55.4705, -0.0144874, 3.21008, -43.8444, 111, 0.242938, 0.499734, 2.29278, 1.83315, 1.49118, 1.4131, 1.33539, 0.0235962
50.9347, -0.200489, 2.15373, -48.3801, 100, 0.233463, 0.509347, 2.03138, 1.95469, 1.54626, 1.47652, 1.34567, 0.0245931
30.2025, 0.428274, 5.90862, -69.1124, 58, 0.21917, 0.520732, 1.76479, 1.67237, 1.51676, 1.25782, 1.16769, 0.00295311
28.8374, -0.201157, 3.97402, -70.4774, 64, 0.200524, 0.450585, 1.66503, 1.50266, 1.36259, 1.3363, 1.28098, 0
27.3646, 0.115283, 3.63253, -71.9503, 64, 0.206856, 0.427571, 1.45418, 1.45202, 1.44271, 1.37802, 1.25238, 0.0108622
26.3123, -0.0205093, 0.461801, -73.0026, 47, 0.23707, 0.559835, 2.02595, 1.82693, 1.80101, 1.7827, 1.52486, 0.00517846
20.2964, -0.294462, 4.71304, -79.0185, 39, 0.193331, 0.52042, 1.45071, 1.2614, 1.17445, 1.09333, 1.05154, 0.0188947
99.603, 0.00960342, 0.242063, -9.98382, 170, 0.372107, 0.5859, 2.84709, 2.80651, 2.03876, 1.97872, 1.8705, 0.020493
88.5837, -0.421054, 2.54837, -21.0031, 172, 0.246939, 0.515022, 3.1044, 2.48652, 1.92361, 1.84285, 1.75751, 0.0364369
84.5942, 0.109678, 1.30775, -24.9927, 181, 0.252423, 0.467371, 2.46792, 2.2594, 2.24188, 1.72648, 1.57947, 0.000191681
81.6098, -0.248986, 0.683085, -27.977, 145, 0.278416, 0.562827, 2.48188, 2.08824, 1.82828, 1.81295, 1.75328, 0.00129303
77.2038, -0.194104, 6.03576, -32.3831, 160, 0.82891, 0.482524, 3.06242, 2.25184, 2.22265, 2.18557, 2.12863, 0.00867654
69.6518, -0.301395, 5.23122, -39.935, 141, 0.248792, 0.493985, 2.58776, 1.7421, 1.71996, 1.6628, 1.5996, 0.00219964
