Thu Dec 17 07:03:16 2020    prof.txt

         150531575 function calls (149477974 primitive calls) in 274.147 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2992    0.005    0.000    0.017    0.000 series.py:498(values)
     1815    0.005    0.000    0.069    0.000 missing.py:255(notna)
      678    0.005    0.000    0.012    0.000 figure.py:1075(fixlist)
      440    0.005    0.000    0.005    0.000 {method 'tobytes' of 'numpy.ndarray' objects}
      640    0.005    0.000    0.548    0.001 parallel.py:766(_dispatch)
     4682    0.005    0.000    0.005    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
      548    0.005    0.000    0.015    0.000 version.py:131(_legacy_cmpkey)
      678    0.005    0.000    0.191    0.000 figure.py:1406(_add_axes_internal)
     3352    0.005    0.000    0.007    0.000 __init__.py:100(__hash__)
      676    0.005    0.000    0.022    0.000 __init__.py:1617(_configure)
       10    0.005    0.001    4.934    0.493 modelEvaluation.py:30(plot_feature_importance_distributions)
     1836    0.005    0.000    0.024    0.000 text.py:1057(set_fontweight)
      598    0.005    0.000    0.027    0.000 _subplots.py:61(__reduce__)
     2148    0.005    0.000    0.011    0.000 core.py:221(_get_dtype_of)
     4231    0.005    0.000    0.005    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
     6938    0.005    0.000    0.005    0.000 artist.py:815(get_clip_box)
     1054    0.005    0.000    0.085    0.000 pathlib.py:1035(__new__)
      512    0.005    0.000    0.521    0.001 collections.py:939(__init__)
     6570    0.005    0.000    0.005    0.000 artist.py:571(get_gid)
     6935    0.005    0.000    0.005    0.000 fromnumeric.py:2333(_all_dispatcher)
     5948    0.005    0.000    0.005    0.000 {pandas._libs.lib.item_from_zerodim}
      120    0.005    0.000    0.005    0.000 enum.py:489(_find_data_type)
      429    0.005    0.000    0.015    0.000 nanfunctions.py:228(nanmin)
     3950    0.005    0.000    0.005    0.000 backend_bases.py:884(set_antialiased)
     4293    0.005    0.000    0.005    0.000 base.py:544(_reset_identity)
     1849    0.005    0.000    0.012    0.000 <__array_function__ internals>:2(result_type)
     2004    0.005    0.000   26.194    0.013 axis.py:1219(get_ticklabels)
     2340    0.005    0.000    0.392    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
     5424    0.005    0.000    0.005    0.000 artist.py:1094(<genexpr>)
     2695    0.005    0.000    0.007    0.000 base.py:520(is_)
      316    0.005    0.000    0.013    0.000 axis.py:1141(<listcomp>)
     6242    0.005    0.000    0.005    0.000 text.py:1218(get_usetex)
     3740    0.005    0.000    0.007    0.000 typing.py:329(__hash__)
      176    0.005    0.000    0.055    0.000 format.py:1361(format_values_with)
       88    0.005    0.000    0.025    0.000 nanops.py:735(nanvar)
     2051    0.005    0.000    0.006    0.000 cycler.py:225(__iter__)
      678    0.005    0.000    0.018    0.000 _base.py:1432(set_box_aspect)
     1356    0.005    0.000    0.010    0.000 transforms.py:1638(_init)
  2968/22    0.005    0.000    4.400    0.200 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
  404/162    0.005    0.000    0.434    0.003 generic.py:5395(astype)
     1408    0.005    0.000    0.045    0.000 offsetbox.py:188(__init__)
     1151    0.005    0.000    7.484    0.007 pyplot.py:2366(gca)
       12    0.005    0.000    0.076    0.006 artist.py:1337(get_setters)
     3623    0.005    0.000    0.007    0.000 sre_parse.py:286(tell)
     2059    0.005    0.000    0.007    0.000 config.py:557(_get_root)
     1025    0.005    0.000    0.008    0.000 typing.py:172(_collect_type_vars)
     2515    0.005    0.000    0.010    0.000 font_manager.py:1116(get_default_size)
     1408    0.005    0.000    0.015    0.000 format.py:1317(base_formatter)
      440    0.005    0.000    0.009    0.000 base.py:1646(is_unique)
     2554    0.005    0.000    0.006    0.000 reader.py:99(forward)
     2421    0.005    0.000    0.015    0.000 __init__.py:1674(sanitize_sequence)
      903    0.005    0.000    0.049    0.000 _backend_tk.py:678(createToolTip)
      532    0.005    0.000    0.023    0.000 collections.py:588(set_linewidth)
     2402    0.005    0.000    0.092    0.000 transforms.py:241(__array__)
     6570    0.005    0.000    0.005    0.000 backend_bases.py:154(close_group)
      120    0.005    0.000    0.005    0.000 {built-in method posix.write}
      635    0.005    0.000    0.009    0.000 _asarray.py:221(require)
     4364    0.005    0.000    0.005    0.000 {built-in method _tkinter._flatten}
     1494    0.005    0.000    0.011    0.000 managers.py:138(<listcomp>)
      490    0.005    0.000    0.016    0.000 numeric.py:1371(moveaxis)
  656/434    0.005    0.000    0.057    0.000 typing.py:347(__getitem__)
     6570    0.004    0.000    0.004    0.000 backend_bases.py:147(open_group)
     1186    0.004    0.000    0.028    0.000 base.py:5675(_maybe_cast_with_dtype)
     3950    0.004    0.000    0.004    0.000 backend_bases.py:962(set_linewidth)
     2258    0.004    0.000    0.010    0.000 numpy_.py:210(__array__)
     2023    0.004    0.000    0.042    0.000 common.py:566(is_string_dtype)
     5270    0.004    0.000    0.004    0.000 backend_bases.py:1008(get_hatch_linewidth)
      258    0.004    0.000    0.019    0.000 backend_bases.py:1685(__init__)
     1140    0.004    0.000    0.046    0.000 axis.py:942(get_inverted)
      792    0.004    0.000    0.006    0.000 font_manager.py:1192(score_stretch)
     1524    0.004    0.000    0.017    0.000 generic.py:5213(f)
     2362    0.004    0.000    0.007    0.000 version.py:114(_parse_version_parts)
     3246    0.004    0.000    0.009    0.000 transforms.py:1282(_iter_break_from_left_to_right)
     1368    0.004    0.000    0.012    0.000 {method 'any' of 'numpy.generic' objects}
      467    0.004    0.000    0.083    0.000 decorator.py:258(decorator)
     5270    0.004    0.000    0.004    0.000 backend_bases.py:816(get_dashes)
     1201    0.004    0.000    0.004    0.000 threading.py:222(__init__)
      477    0.004    0.000    0.132    0.000 decorator.py:224(decorate)
      698    0.004    0.000    0.010    0.000 gridspec.py:207(__getitem__)
     6034    0.004    0.000    0.004    0.000 {pandas._libs.lib.is_float}
      433    0.004    0.000    0.035    0.000 array_ops.py:119(na_arithmetic_op)
     5270    0.004    0.000    0.004    0.000 backend_bases.py:806(get_clip_path)
       21    0.004    0.000    0.013    0.001 core.py:45(_remove_blacklisted_style_params)
     2620    0.004    0.000    0.009    0.000 core.py:6566(is_masked)
       98    0.004    0.000   13.686    0.140 figure.py:2568(tight_layout)
     1748    0.004    0.000    0.042    0.000 scanner.py:113(check_token)
     6050    0.004    0.000    0.004    0.000 fromnumeric.py:2100(_sum_dispatcher)
     1024    0.004    0.000    0.020    0.000 core.py:3666(fill_value)
      668    0.004    0.000    0.018    0.000 gridspec.py:370(__init__)
     1161    0.004    0.000    0.365    0.000 __init__.py:4056(__init__)
     3271    0.004    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:1265(_path_importer_cache)
      592    0.004    0.000    0.022    0.000 cm.py:177(get_cmap)
     2076    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
     2410    0.004    0.000    0.014    0.000 <frozen importlib._bootstrap>:151(__exit__)
     1408    0.004    0.000    0.008    0.000 offsetbox.py:212(axes)
       98    0.004    0.000    0.015    0.000 tight_layout.py:179(get_subplotspec_list)
       98    0.004    0.000    0.008    0.000 backend_bases.py:723(<dictcomp>)
     6487    0.004    0.000    0.004    0.000 reader.py:87(peek)
      858    0.004    0.000    0.569    0.001 _base.py:209(__call__)
     4085    0.004    0.000    0.004    0.000 config.py:571(_get_deprecated_option)
     1072    0.004    0.000    0.006    0.000 axis.py:1093(<listcomp>)
      433    0.004    0.000    0.285    0.001 __init__.py:359(wrapper)
     6296    0.004    0.000    0.004    0.000 fromnumeric.py:3164(_around_dispatcher)
      352    0.004    0.000    0.456    0.001 indexing.py:1078(_getitem_axis)
     3366    0.004    0.000    0.009    0.000 format.py:1736(<genexpr>)
      810    0.004    0.000    0.011    0.000 enum.py:65(__setitem__)
     2992    0.004    0.000    0.009    0.000 format.py:1745(just)
      490    0.004    0.000    0.155    0.000 _base.py:3142(set_xbound)
  726/638    0.004    0.000    0.273    0.000 nanops.py:97(f)
     1054    0.004    0.000    0.079    0.000 pathlib.py:674(_from_parts)
       51    0.004    0.000    0.053    0.001 axis.py:1683(set_ticklabels)
     2074    0.004    0.000    0.004    0.000 {built-in method _imp._fix_co_filename}
      627    0.004    0.000    0.008    0.000 cast.py:1570(construct_1d_object_array_from_listlike)
      253    0.004    0.000    0.223    0.001 cast.py:898(astype_nansafe)
       55    0.004    0.000    0.008    0.000 traitlets.py:1464(<listcomp>)
      198    0.004    0.000    0.009    0.000 {pandas._libs.lib.clean_index_list}
      582    0.004    0.000    0.047    0.000 cm.py:219(__init__)
      506    0.004    0.000    0.024    0.000 cast.py:1201(maybe_infer_to_datetimelike)
      649    0.004    0.000    0.586    0.001 indexing.py:864(__getitem__)
      352    0.004    0.000    0.012    0.000 indexing.py:1257(_validate_read_indexer)
     4254    0.004    0.000    0.004    0.000 generic.py:232(attrs)
      418    0.004    0.000    0.317    0.001 managers.py:1293(<listcomp>)
      479    0.004    0.000    0.354    0.001 _base.py:2026(add_patch)
      371    0.004    0.000    0.020    0.000 sre_compile.py:536(_compile_info)
     5270    0.004    0.000    0.004    0.000 artist.py:680(get_path_effects)
     1011    0.004    0.000    0.098    0.000 transforms.py:1327(contains_branch_seperately)
     5270    0.004    0.000    0.004    0.000 backend_bases.py:1000(get_hatch_color)
     5205    0.004    0.000    0.004    0.000 _subplots.py:83(get_subplotspec)
      760    0.004    0.000    0.014    0.000 queue.py:153(get)
     2148    0.004    0.000    0.020    0.000 core.py:206(_recursive_fill_value)
     5462    0.004    0.000    0.004    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
     1082    0.004    0.000    0.008    0.000 pathlib.py:714(__str__)
      129    0.004    0.000    5.391    0.042 pyplot.py:555(figure)
     2075    0.004    0.000    0.034    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
      678    0.004    0.000    0.024    0.000 figure.py:1086(_process_projection_requirements)
      275    0.004    0.000    0.056    0.000 indexing.py:757(_getitem_lowerdim)
     1348    0.004    0.000    0.022    0.000 <__array_function__ internals>:2(sort)
     1281    0.004    0.000    0.007    0.000 threading.py:341(notify)
      373    0.004    0.000    0.004    0.000 {pandas._libs.lib.get_reverse_indexer}
     1480    0.004    0.000    0.018    0.000 __init__.py:1874(method)
     1356    0.004    0.000    0.017    0.000 transforms.py:2119(__init__)
     1067    0.004    0.000    0.014    0.000 tools.py:337(_flatten)
     2020    0.004    0.000    0.114    0.000 _classes.py:385(_validate_X_predict)
      429    0.004    0.000    0.008    0.000 __init__.py:1337(_reshape_2D)
      954    0.004    0.000    0.010    0.000 inspect.py:171(_has_code_flag)
      832    0.004    0.000    0.014    0.000 transforms.py:2387(__init__)
     1224    0.004    0.000    0.359    0.000 _base.py:886(set_position)
     3876    0.004    0.000    0.004    0.000 {built-in method pandas._libs.missing.checknull}
     5158    0.004    0.000    0.004    0.000 fromnumeric.py:2414(_cumsum_dispatcher)
        1    0.004    0.004    0.004    0.004 <frozen importlib._bootstrap_external>:120(_write_atomic)
      688    0.004    0.000    0.014    0.000 gridspec.py:32(__init__)
     3831    0.004    0.000    0.004    0.000 _base.py:2586(_get_axis_list)
     5270    0.004    0.000    0.004    0.000 backend_bases.py:1012(get_sketch_params)
      592    0.004    0.000    0.018    0.000 cm.py:410(set_norm)
      864    0.004    0.000    0.016    0.000 fromnumeric.py:2490(ptp)
     1156    0.004    0.000    0.007    0.000 gridspec.py:713(get_geometry)
     5270    0.004    0.000    0.004    0.000 backend_bases.py:856(get_snap)
     1638    0.004    0.000    0.041    0.000 _base.py:862(get_position)
     5270    0.004    0.000    0.004    0.000 backend_bases.py:989(get_hatch)
     1125    0.004    0.000    0.010    0.000 numerictypes.py:405(__getitem__)
     4968    0.004    0.000    0.004    0.000 spines.py:212(get_path)
      532    0.004    0.000    0.009    0.000 collections.py:610(set_linestyle)
      140    0.004    0.000    0.285    0.002 series.py:4084(apply)
     1034    0.004    0.000    0.024    0.000 base.py:2854(get_loc)
     1072    0.004    0.000    4.034    0.004 axis.py:1089(_get_tick_bboxes)
       40    0.004    0.000    0.231    0.006 pool.py:311(_repopulate_pool_static)
      520    0.004    0.000   43.758    0.084 collections.py:928(draw)
     1196    0.004    0.000    0.006    0.000 _subplots.py:63(<genexpr>)
     4490    0.004    0.000    0.004    0.000 artist.py:624(get_sketch_params)
     1080    0.004    0.000    0.005    0.000 markers.py:243(__bool__)
     1577    0.004    0.000    0.005    0.000 warnings.py:477(__exit__)
     2159    0.004    0.000    0.004    0.000 cycler.py:138(keys)
     5250    0.004    0.000    0.004    0.000 backend_bases.py:777(restore)
     1423    0.004    0.000    0.007    0.000 numpy_.py:414(to_numpy)
      792    0.004    0.000    0.006    0.000 font_manager.py:1131(score_family)
      512    0.004    0.000    0.047    0.000 path.py:484(transformed)
      129    0.004    0.000    3.602    0.028 __init__.py:2241(__init__)
      434    0.004    0.000    0.008    0.000 typing.py:219(_remove_dups_flatten)
     1241    0.004    0.000    0.026    0.000 base.py:2000(inferred_type)
     4636    0.004    0.000    0.004    0.000 axis.py:1433(<dictcomp>)
      473    0.004    0.000    0.004    0.000 generic.py:1667(__hash__)
      129    0.004    0.000    0.051    0.000 __init__.py:2309(readprofile)
     1358    0.004    0.000    0.005    0.000 patches.py:757(get_path)
     2200    0.004    0.000    0.005    0.000 lines.py:503(get_fillstyle)
     1418    0.004    0.000    0.010    0.000 artist.py:833(set_clip_on)
      550    0.004    0.000    0.246    0.000 generic.py:11451(stat_func)
      311    0.004    0.000    0.010    0.000 scanner.py:752(scan_to_next_token)
       10    0.004    0.000    4.581    0.458 _forest.py:376(<listcomp>)
  661/650    0.004    0.000    0.035    0.000 _base.py:3463(get_ylim)
     1124    0.004    0.000    0.027    0.000 core.py:286(_extremum_fill_value)
     1859    0.004    0.000    0.005    0.000 transforms.py:249(x0)
     1127    0.003    0.000    0.005    0.000 numerictypes.py:232(obj2sctype)
      387    0.003    0.000    0.010    0.000 __init__.py:317(__init__)
     2340    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:800(find_spec)
      924    0.003    0.000    0.006    0.000 sre_compile.py:249(_compile_charset)
      688    0.003    0.000    0.134    0.000 figure.py:2067(sca)
      826    0.003    0.000    0.025    0.000 rcsetup.py:360(validate_color)
     4837    0.003    0.000    0.003    0.000 scale.py:80(limit_range_for_scale)
     1861    0.003    0.000    0.006    0.000 __init__.py:1412(debug)
     4710    0.003    0.000    0.003    0.000 backend_bases.py:966(set_url)
      371    0.003    0.000    0.317    0.001 sre_compile.py:759(compile)
     1811    0.003    0.000    0.005    0.000 transforms.py:259(y0)
      268    0.003    0.000    0.084    0.000 axis.py:2094(_update_offset_text_position)
     1078    0.003    0.000    0.006    0.000 gridspec.py:736(rowspan)
      462    0.003    0.000    0.173    0.000 nanops.py:854(reduction)
     2026    0.003    0.000    0.040    0.000 config.py:232(__call__)
     1060    0.003    0.000    0.031    0.000 lines.py:692(_transform_path)
       50    0.003    0.000    0.184    0.004 validation.py:397(check_array)
     4401    0.003    0.000    0.003    0.000 base.py:1175(name)
     4490    0.003    0.000    0.003    0.000 backend_bases.py:974(set_snap)
      578    0.003    0.000    0.026    0.000 _base.py:4068(get_default_bbox_extra_artists)
     1573    0.003    0.000    0.124    0.000 transforms.py:1645(__eq__)
       18    0.003    0.000    0.003    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      429    0.003    0.000    0.011    0.000 nanfunctions.py:343(nanmax)
     1034    0.003    0.000    0.018    0.000 base.py:4979(_maybe_cast_indexer)
        1    0.003    0.003    0.004    0.004 _multiprocessing_helpers.py:1(<module>)
     2858    0.003    0.000    0.003    0.000 {pandas._libs.algos.ensure_int64}
     2202    0.003    0.000    0.023    0.000 series.py:595(__len__)
     2346    0.003    0.000    0.003    0.000 transforms.py:963(minposx)
     1592    0.003    0.000    0.027    0.000 markers.py:324(get_transform)
      954    0.003    0.000    0.005    0.000 axis.py:1897(<genexpr>)
     1265    0.003    0.000    0.006    0.000 generic.py:3180(_set_as_cached)
     1570    0.003    0.000    0.003    0.000 figure.py:71(<listcomp>)
     1161    0.003    0.000    7.467    0.006 figure.py:2021(gca)
      330    0.003    0.000    0.013    0.000 numeric.py:50(__new__)
     2904    0.003    0.000    0.003    0.000 offsetbox.py:316(get_children)
      120    0.003    0.000    0.013    0.000 __init__.py:1616(_get)
      939    0.003    0.000    0.006    0.000 numeric.py:1816(isscalar)
     2075    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:35(_new_module)
     1868    0.003    0.000    0.003    0.000 {method 'sort' of 'list' objects}
     2134    0.003    0.000    0.005    0.000 base.py:1188(isspmatrix)
     2023    0.003    0.000    0.028    0.000 common.py:595(condition)
      129    0.003    0.000    0.018    0.000 backend_bases.py:2843(__init__)
      792    0.003    0.000    0.011    0.000 font_manager.py:1210(score_weight)
     1240    0.003    0.000    0.055    0.000 nanops.py:322(_na_ok_dtype)
     2466    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:342(__init__)
      264    0.003    0.000    0.022    0.000 PngImagePlugin.py:1013(putchunk)
     4592    0.003    0.000    0.003    0.000 {method 'append' of 'collections.deque' objects}
     1524    0.003    0.000    0.028    0.000 generic.py:5210(_consolidate_inplace)
     4694    0.003    0.000    0.003    0.000 {built-in method _warnings._filters_mutated}
      429    0.003    0.000    0.003    0.000 histograms.py:304(_get_outer_edges)
     4121    0.003    0.000    0.003    0.000 {method 'values' of 'collections.OrderedDict' objects}
     1124    0.003    0.000    0.013    0.000 core.py:288(_scalar_fill_value)
      425    0.003    0.000    0.077    0.000 artist.py:1290(get_valid_values)
     2733    0.003    0.000    0.010    0.000 managers.py:684(is_consolidated)
      433    0.003    0.000    0.021    0.000 expressions.py:61(_evaluate_standard)
      462    0.003    0.000    0.003    0.000 {built-in method _operator.and_}
     2026    0.003    0.000    0.006    0.000 config.py:610(_warn_if_deprecated)
      699    0.003    0.000    0.003    0.000 figure.py:92(<dictcomp>)
     1794    0.003    0.000    0.003    0.000 __init__.py:801(__contains__)
     1229    0.003    0.000    0.048    0.000 <__array_function__ internals>:2(unique)
     2491    0.003    0.000    0.003    0.000 transforms.py:967(minposy)
     1503    0.003    0.000    0.007    0.000 common.py:348(is_datetime64_dtype)
       51    0.003    0.000    0.006    0.000 enum.py:176(<setcomp>)
      544    0.003    0.000    0.112    0.000 __init__.py:2125(distributions_from_metadata)
     3982    0.003    0.000    0.003    0.000 fromnumeric.py:1812(_nonzero_dispatcher)
      176    0.003    0.000    0.011    0.000 scanner.py:1270(scan_plain)
      522    0.003    0.000    0.107    0.000 collections.py:832(set_alpha)
      102    0.003    0.000    0.241    0.002 _distn_infrastructure.py:1597(__init__)
     2010    0.003    0.000    0.003    0.000 _classes.py:85(__init__)
     2033    0.003    0.000    0.071    0.000 managers.py:163(blknos)
     1507    0.003    0.000    0.004    0.000 rcsetup.py:150(validate_bool)
      268    0.003    0.000    1.748    0.007 axis.py:2324(_get_tick_boxes_siblings)
     1814    0.003    0.000    0.006    0.000 managers.py:986(_consolidate_inplace)
     1577    0.003    0.000    0.003    0.000 warnings.py:437(__init__)
     5341    0.003    0.000    0.003    0.000 {built-in method builtins.ord}
      277    0.003    0.000    0.017    0.000 transforms.py:369(size)
     1378    0.003    0.000    0.021    0.000 _base.py:185(__init__)
      928    0.003    0.000    0.013    0.000 __init__.py:88(get_op_result_name)
      678    0.003    0.000    0.016    0.000 figure.py:1056(_make_key)
      532    0.003    0.000    0.015    0.000 collections.py:725(set_antialiased)
     1072    0.003    0.000    0.004    0.000 pathlib.py:697(_format_parsed_parts)
      640    0.003    0.000    0.009    0.000 queue.py:121(put)
       11    0.003    0.000    0.003    0.000 {method 'permutation' of 'numpy.random.mtrand.RandomState' objects}
     1472    0.003    0.000    0.005    0.000 __init__.py:2070(dist_factory)
      363    0.003    0.000    0.019    0.000 _core.py:1759(_get_plot_backend)
      853    0.003    0.000    0.014    0.000 blocks.py:2396(__init__)
      120    0.003    0.000    0.003    0.000 {method '__enter__' of '_multiprocessing.SemLock' objects}
      373    0.003    0.000    0.070    0.000 generic.py:5261(_get_numeric_data)
      778    0.003    0.000    0.069    0.000 nanops.py:193(_maybe_get_mask)
      374    0.003    0.000    0.047    0.000 format.py:1723(_make_fixed_width)
      546    0.003    0.000    0.007    0.000 managers.py:692(_consolidate_check)
       44    0.003    0.000    0.064    0.001 concat.py:295(__init__)
     1253    0.003    0.000    0.022    0.000 managers.py:156(from_blocks)
     4068    0.003    0.000    0.003    0.000 artist.py:800(get_in_layout)
     1080    0.003    0.000    0.055    0.000 transforms.py:2694(get_transformed_points_and_affine)
     1051    0.003    0.000    0.011    0.000 ticker.py:1856(__init__)
     1570    0.003    0.000    0.003    0.000 figure.py:69(<listcomp>)
       37    0.003    0.000    0.005    0.000 textwrap.py:233(_wrap_chunks)
     1059    0.003    0.000    0.090    0.000 transforms.py:1500(get_matrix)
     1024    0.003    0.000    0.010    0.000 core.py:231(default_fill_value)
      268    0.003    0.000    1.448    0.005 axis.py:2032(_get_tick_boxes_siblings)
      440    0.003    0.000    0.087    0.000 threading.py:834(start)
     1549    0.003    0.000    0.005    0.000 version.py:65(_compare)
     2059    0.003    0.000    0.004    0.000 config.py:598(_translate_key)
     1081    0.003    0.000    0.008    0.000 threading.py:505(__init__)
     1479    0.003    0.000    0.004    0.000 threading.py:1306(current_thread)
      490    0.003    0.000    0.020    0.000 _base.py:3174(get_xlim)
      272    0.003    0.000    0.074    0.000 __init__.py:2580(from_location)
       22    0.003    0.000    0.004    0.000 range.py:361(get_indexer)
      522    0.003    0.000    0.112    0.000 shape_base.py:223(vstack)
     1345    0.003    0.000    0.010    0.000 transforms.py:911(x0)
     1524    0.003    0.000    0.010    0.000 managers.py:970(consolidate)
      363    0.003    0.000    0.450    0.001 indexing.py:893(_getbool_axis)
      352    0.003    0.000    0.017    0.000 patches.py:232(update_from)
      968    0.003    0.000    0.019    0.000 array_ops.py:315(fill_bool)
     2509    0.003    0.000    0.003    0.000 functools.py:64(wraps)
     3708    0.003    0.000    0.003    0.000 axis.py:279(get_loc)
      688    0.003    0.000    0.110    0.000 figure.py:99(bubble)
      268    0.003    0.000    0.014    0.000 axis.py:2385(_update_offset_text_position)
      433    0.003    0.000    0.019    0.000 common.py:1064(is_numeric_v_string_like)
     2712    0.003    0.000    0.003    0.000 axis.py:565(__init__)
     2957    0.003    0.000    0.003    0.000 base.py:590(dtype)
      578    0.003    0.000    0.005    0.000 gridspec.py:507(<listcomp>)
     4070    0.003    0.000    0.003    0.000 {method 'release' of '_thread.lock' objects}
     1034    0.003    0.000    0.003    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
     1736    0.003    0.000    1.286    0.001 _backend_tk.py:216(filter_destroy)
      708    0.003    0.000    0.014    0.000 common.py:1223(is_numeric_dtype)
      540    0.003    0.000    0.009    0.000 artist.py:160(have_units)
      640    0.003    0.000    0.007    0.000 pool.py:744(__init__)
     1323    0.003    0.000    0.004    0.000 types.py:171(__get__)
     2270    0.003    0.000    0.003    0.000 _base.py:656(_request_autoscale_view)
   748/67    0.003    0.000    3.661    0.055 {built-in method builtins.__import__}
     2870    0.003    0.000    0.003    0.000 backend_bases.py:911(set_dashes)
      129    0.003    0.000    0.009    0.000 __init__.py:2273(_loadtk)
      320    0.003    0.000    0.160    0.000 pool.py:919(Process)
     1348    0.003    0.000    0.004    0.000 transforms.py:2356(transform_path_non_affine)
       53    0.003    0.000    0.034    0.001 _collections_abc.py:824(update)
  264/176    0.003    0.000    0.106    0.001 nanops.py:61(_f)
     3619    0.003    0.000    0.003    0.000 base.py:1378(nlevels)
      704    0.003    0.000    0.003    0.000 legend.py:675(get_legend_handler)
      308    0.003    0.000    0.149    0.000 missing.py:561(remove_na_arraylike)
     2848    0.003    0.000    0.003    0.000 sre_parse.py:111(__init__)
     2021    0.003    0.000    0.003    0.000 getlimits.py:522(max)
      742    0.003    0.000    0.007    0.000 posixpath.py:117(splitext)
       22    0.003    0.000    0.006    0.000 common.py:395(random_state)
      864    0.003    0.000    0.022    0.000 <__array_function__ internals>:2(ptp)
     2860    0.003    0.000    0.003    0.000 managers.py:259(items)
     3842    0.003    0.000    0.003    0.000 artist.py:346(is_transform_set)
      300    0.003    0.000    0.023    0.000 _backend_tk.py:661(set_history_buttons)
      189    0.003    0.000    0.012    0.000 traitlets.py:787(__new__)
     3762    0.003    0.000    0.003    0.000 numeric.py:237(inferred_type)
     1121    0.003    0.000    0.009    0.000 __init__.py:4011(__del__)
        1    0.003    0.003    0.003    0.003 {built-in method posix.read}
       22    0.003    0.000    0.250    0.011 format.py:726(_to_str_columns)
      872    0.003    0.000    0.006    0.000 <__array_function__ internals>:2(min_scalar_type)
     1245    0.003    0.000    0.008    0.000 sre_compile.py:423(_simple)
     1124    0.003    0.000    0.156    0.000 core.py:1818(_check_mask_axis)
     1767    0.003    0.000    0.003    0.000 {method 'fill' of 'numpy.ndarray' objects}
      518    0.003    0.000    0.008    0.000 _methods.py:72(_clip_dep_is_scalar_nan)
     1620    0.003    0.000    0.004    0.000 artist.py:163(<genexpr>)
      835    0.003    0.000    0.005    0.000 <__array_function__ internals>:2(can_cast)
       40    0.003    0.000    4.896    0.122 parallel.py:965(__call__)
     1114    0.003    0.000    0.004    0.000 core.py:784(is_string_or_list_of_strings)
     3280    0.003    0.000    0.003    0.000 fromnumeric.py:3071(_ndim_dispatcher)
     1290    0.003    0.000    0.022    0.000 backend_bases.py:2278(mpl_connect)
      297    0.003    0.000    0.086    0.000 indexing.py:1474(_getitem_axis)
      176    0.003    0.000    0.122    0.001 format.py:1103(format_array)
     1052    0.003    0.000    0.003    0.000 collections.py:225(get_offset_transform)
      374    0.003    0.000    0.012    0.000 format.py:1751(<listcomp>)
      689    0.003    0.000    0.158    0.000 _base.py:965(_gen_axes_patch)
      640    0.003    0.000    0.011    0.000 pool.py:450(apply_async)
      440    0.003    0.000    0.019    0.000 legend.py:546(_set_artist_props)
      352    0.003    0.000    0.160    0.000 series.py:4822(dropna)
     2893    0.002    0.000    0.002    0.000 scanner.py:279(stale_possible_simple_keys)
     1345    0.002    0.000    0.003    0.000 transforms.py:269(x1)
     1987    0.002    0.000    0.004    0.000 typing.py:324(__eq__)
       10    0.002    0.000    0.177    0.018 modelEvaluation.py:13(<listcomp>)
      327    0.002    0.000    0.007    0.000 __init__.py:936(rc)
      608    0.002    0.000    0.004    0.000 gridspec.py:782(__eq__)
     2918    0.002    0.000    0.002    0.000 {method 'insert' of 'list' objects}
      980    0.002    0.000    0.009    0.000 text.py:985(set_fontfamily)
     1345    0.002    0.000    0.009    0.000 transforms.py:921(x1)
      258    0.002    0.000    0.004    0.000 __init__.py:186(_remove_proxy)
     1134    0.002    0.000    0.017    0.000 core.py:1546(_shrink_mask)
     1353    0.002    0.000    0.004    0.000 ticker.py:1865(__call__)
     2322    0.002    0.000    0.002    0.000 text.py:225(_get_multialignment)
     2036    0.002    0.000    0.002    0.000 text.py:828(get_position)
      528    0.002    0.000    0.004    0.000 printing.py:73(<listcomp>)
      834    0.002    0.000    0.009    0.000 base.py:4720(_maybe_promote)
      512    0.002    0.000    0.050    0.000 transforms.py:1345(__sub__)
      939    0.002    0.000    0.003    0.000 array_ops.py:404(maybe_upcast_datetimelike_array)
      382    0.002    0.000    0.008    0.000 inspect.py:1800(_signature_bound_method)
      468    0.002    0.000    0.002    0.000 {built-in method _abc._abc_init}
     1399    0.002    0.000    0.005    0.000 {built-in method builtins.sum}
      124    0.002    0.000    0.003    0.000 __init__.py:199(disconnect)
     1257    0.002    0.000    0.009    0.000 transforms.py:916(y0)
        2    0.002    0.001    0.003    0.001 {method 'readlines' of '_io._IOBase' objects}
